,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Partner,Children,Education_Level,Years_Customer,Days_Customer
1117,85696,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,1313,20,1,0,0,Postgraduate,1,641
1118,10979,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,30,8,0,0,0,Postgraduate,0,198
1119,49678,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,53,315,14,0,1,1,Graduate,1,672
1120,56129,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,660,22,0,1,1,Postgraduate,1,534
1121,37155,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,74,7,0,1,1,Graduate,1,674
1122,21282,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,36,46,7,0,0,1,Undergraduate,0,31
1123,33419,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,52,86,8,0,0,1,Postgraduate,1,476
1124,63285,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,69,1103,25,0,0,0,Graduate,1,574
1125,21255,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,61,11,0,1,1,Postgraduate,0,319
1126,42162,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,145,9,2,1,1,Graduate,1,382
1127,54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,684,31,0,1,2,Graduate,2,813
1128,57744,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,411,16,0,1,1,Postgraduate,1,360
1129,26576,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,27,4,2,0,1,Graduate,2,784
1130,57513,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,1060,27,0,0,0,Postgraduate,1,547
1131,68142,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,1459,24,0,1,1,Graduate,2,829
1132,7500,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,18,4,0,1,1,Graduate,2,829
1133,83145,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,1833,26,2,1,0,Graduate,2,805
1134,54197,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,237,12,0,1,1,Postgraduate,0,277
1135,23091,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,48,10,0,0,2,Postgraduate,0,192
1136,46049,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,515,26,1,1,2,Graduate,1,503
1137,56715,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,1020,15,0,1,0,Graduate,2,938
1138,79410,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,1370,11,0,1,0,Graduate,0,191
1139,57304,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,1026,25,0,1,1,Graduate,1,398
1140,44375,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,301,12,0,1,1,Graduate,0,258
1141,54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,684,31,0,1,2,Graduate,2,813
1142,59594,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,499,17,1,1,1,Graduate,2,777
1143,80685,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,1004,21,0,1,0,Graduate,2,836
1144,40344,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,218,12,0,1,1,Postgraduate,1,419
1145,62710,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,606,22,0,1,1,Graduate,1,562
1146,48985,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,75,6,0,1,1,Undergraduate,1,578
1147,35322,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,106,9,0,1,3,Graduate,2,836
1148,77142,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,990,17,0,1,0,Graduate,1,556
1149,81657,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,1097,16,0,0,0,Graduate,0,318
1150,14421,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,16,4,1,1,0,Undergraduate,0,292
1151,20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,34,5,0,1,0,Undergraduate,0,264
1152,74214,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,1711,16,0,1,0,Postgraduate,2,832
1153,66726,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,438,17,1,1,2,Postgraduate,0,5
1154,23724,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,75,7,0,1,1,Undergraduate,1,492
1155,47353,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,225,13,0,1,1,Postgraduate,1,388
1156,33444,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,18,4,0,1,2,Postgraduate,2,1000
1157,54386,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,470,17,0,1,1,Graduate,1,568
1158,28510,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,91,9,0,0,2,Graduate,1,602
1159,90638,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,2525,18,1,0,0,Postgraduate,0,296
1160,48070,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,504,19,0,1,1,Graduate,1,692
1161,43140,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,235,11,0,1,1,Graduate,1,584
1162,54959,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,1232,21,2,0,1,Postgraduate,1,686
1163,15056,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,88,12,0,0,2,Undergraduate,1,641
1164,26954,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,17,4,0,0,1,Graduate,0,123
1165,22327,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,24,5,0,0,1,Graduate,1,666
1166,44393,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,60,7,0,1,2,Graduate,1,471
1167,62000,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,1020,26,1,0,1,Postgraduate,1,468
1168,31497,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,155,10,0,1,1,Postgraduate,2,907
1169,45894,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,51,5,0,1,2,Undergraduate,0,282
1170,78579,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,1812,16,1,0,0,Postgraduate,2,714
1171,67369,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,1461,25,3,0,1,Postgraduate,2,749
1172,58401,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,96,6,0,0,1,Graduate,0,230
1173,62307,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,160,9,0,0,1,Graduate,0,292
1174,43641,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,139,10,0,1,2,Postgraduate,1,593
1175,63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,908,22,0,0,1,Postgraduate,1,594
1176,46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,183,8,0,1,1,Undergraduate,1,696
1177,70091,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,1161,19,1,1,1,Postgraduate,1,615
1178,78075,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,988,14,0,1,0,Postgraduate,0,216
1179,59184,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,1072,27,0,0,1,Undergraduate,2,818
1180,54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,174,12,0,1,2,Graduate,1,392
1181,58113,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,758,22,0,1,1,Graduate,1,680
1182,51412,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,195,11,0,1,1,Postgraduate,1,340
1183,15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,31,6,2,0,1,Graduate,2,787
1184,66636,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,1084,17,0,1,0,Postgraduate,1,476
1185,50965,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,685,22,1,1,1,Postgraduate,1,654
1186,84618,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,1672,26,1,1,0,Postgraduate,1,379
1187,18351,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,43,6,0,1,0,Graduate,1,403
1188,40451,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,49,5,1,1,2,Postgraduate,0,293
1189,36317,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,133,9,0,1,1,Graduate,1,563
1190,42213,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,363,15,1,1,1,Graduate,1,361
1191,65748,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,545,18,0,1,1,Graduate,1,600
1192,77044,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,1065,31,1,1,1,Graduate,1,405
1193,74918,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,2047,21,1,1,0,Graduate,1,368
1194,56721,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,296,15,0,1,2,Graduate,2,766
1195,42160,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,140,11,1,0,2,Graduate,1,526
1196,61559,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,530,17,0,0,1,Graduate,1,507
1197,33629,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,152,13,0,1,2,Postgraduate,2,850
1198,68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,24,0,1,0,Postgraduate,1,544
1199,34377,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,114,8,0,0,1,Graduate,1,686
1200,8940,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,101,10,0,0,1,Undergraduate,2,836
1201,26228,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,25,4,0,1,1,Graduate,1,440
1202,77297,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,789,22,1,0,0,Undergraduate,1,679
1203,40211,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,87,7,1,1,2,Graduate,1,494
1204,33438,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,90,11,0,0,2,Postgraduate,1,440
1205,75032,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,1215,20,0,1,1,Postgraduate,1,587
1206,61284,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,811,22,1,0,0,Postgraduate,1,361
1207,22518,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,61,7,2,1,1,Graduate,2,775
1208,54730,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,405,18,0,1,1,Postgraduate,1,478
1209,38452,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,72,9,0,1,2,Postgraduate,0,251
1210,44421,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,189,14,0,0,2,Graduate,1,659
1211,38197,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,40,5,0,1,1,Postgraduate,1,525
1212,41986,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,63,10,0,0,1,Graduate,0,95
1213,28427,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,52,7,0,1,1,Graduate,1,625
1214,37395,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,39,5,0,1,1,Postgraduate,0,304
1215,64722,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,805,25,0,1,1,Graduate,0,194
1216,55249,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,130,8,0,1,1,Postgraduate,0,233
1217,84906,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,1631,24,3,1,0,Graduate,1,605
1218,28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,34,5,0,1,1,Graduate,1,608
1219,44213,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,152,12,0,0,2,Graduate,1,372
1220,25707,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,21,5,0,0,1,Undergraduate,0,322
1221,59062,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,71,7,0,1,3,Postgraduate,1,636
1222,76624,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,899,23,1,0,1,Graduate,0,196
1223,66000,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,711,10,0,1,0,Postgraduate,0,230
1224,27683,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,351,16,0,1,1,Postgraduate,2,972
1225,1730,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,8,15,0,0,0,Graduate,0,202
1226,7500,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,119,11,0,0,1,Undergraduate,2,999
1227,40521,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,21,4,0,1,2,Graduate,1,581
1228,20427,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,10,4,0,1,1,Postgraduate,0,257
1229,65106,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,973,27,1,1,1,Graduate,0,196
1230,69969,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,1536,13,3,1,0,Postgraduate,1,466
1231,67433,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,992,28,1,1,2,Graduate,1,508
1232,77766,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,1529,34,2,1,1,Postgraduate,1,652
1233,74716,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,860,17,0,1,1,Graduate,1,362
1234,68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,928,23,0,0,1,Graduate,1,414
1235,55158,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,418,18,1,1,2,Postgraduate,2,859
1236,62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,587,16,1,1,1,Undergraduate,2,1003
1237,74190,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,641,19,0,1,1,Graduate,0,1
1238,39356,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,23,4,1,1,2,Graduate,0,262
1239,76653,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,2279,23,2,1,0,Graduate,1,477
1240,35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,49,6,1,0,2,Postgraduate,0,201
1241,90687,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,1779,17,2,0,0,Postgraduate,1,563
1242,73450,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,1804,27,2,1,0,Postgraduate,1,573
1243,31454,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,48,8,0,1,2,Graduate,1,547
1244,47139,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,83,7,1,0,2,Graduate,0,186
1245,83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,1862,17,4,0,0,Graduate,1,483
1246,53378,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,793,29,1,1,2,Postgraduate,2,803
1247,19656,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,84,9,0,1,1,Graduate,1,491
1248,45579,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,183,10,0,1,1,Postgraduate,1,473
1249,85485,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,1383,19,0,0,0,Undergraduate,0,168
1250,55956,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,999,16,1,1,0,Graduate,0,155
1251,64191,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,825,24,0,0,1,Postgraduate,1,683
1252,38808,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,246,14,2,0,1,Graduate,2,832
1253,57183,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,610,25,0,1,2,Postgraduate,1,627
1254,23748,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,76,9,0,0,1,Postgraduate,2,745
1255,66303,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,1286,22,1,1,1,Graduate,1,648
1256,37368,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,30,4,1,1,1,Postgraduate,1,355
1257,40800,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,99,8,0,1,3,Graduate,1,704
1258,71847,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,1192,22,1,0,0,Graduate,2,806
1259,46149,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,362,18,0,1,1,Graduate,1,372
1260,78687,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,2130,19,2,1,0,Graduate,2,819
1261,49118,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,1229,28,3,0,0,Undergraduate,2,840
1262,37633,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,38,6,0,1,2,Postgraduate,2,807
1263,39767,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,485,17,0,1,0,Postgraduate,1,503
1264,26997,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,434,13,0,1,0,Undergraduate,2,939
1265,33986,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,44,5,0,0,1,Graduate,1,632
1266,57091,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,496,18,2,1,1,Postgraduate,2,743
1267,46831,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,78,7,0,1,2,Undergraduate,1,487
1268,83151,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,42,2346,23,4,1,0,Postgraduate,1,430
1269,52531,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,43,794,21,0,1,0,Graduate,2,706
1270,15759,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,17,4,0,1,0,Graduate,1,576
1271,22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,26,5,0,0,1,Graduate,1,493
1272,43050,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,41,76,8,0,1,1,Undergraduate,0,263
1273,42997,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,37,15,4,0,0,2,Postgraduate,1,512
1274,48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,62,7,0,0,2,Postgraduate,0,2
1275,60033,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60,198,10,0,1,1,Postgraduate,0,252
1276,34043,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,36,49,5,0,1,1,Postgraduate,1,407
1277,57811,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,48,802,25,1,1,1,Graduate,1,530
1278,78569,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,68,1736,15,2,1,0,Graduate,0,290
1279,7500,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,36,57,10,0,0,2,Graduate,2,709
1280,94384,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,2302,18,4,1,0,Graduate,1,612
1281,23148,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,29,37,6,0,1,0,Undergraduate,0,291
1282,44267,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,44,310,16,0,0,2,Graduate,1,649
1283,71626,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,35,1305,19,1,1,0,Graduate,2,1060
1284,60894,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,48,832,26,0,1,1,Graduate,1,526
1285,50200,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,38,401,19,0,1,2,Graduate,1,642
1286,81051,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,49,1501,23,2,1,0,Postgraduate,0,197
1287,65169,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,32,1189,28,5,1,0,Graduate,0,326
1288,59868,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,42,1194,32,0,1,1,Graduate,1,502
1289,65695,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,54,656,21,0,1,1,Postgraduate,0,309
1290,64857,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,58,1540,23,0,0,0,Postgraduate,2,743
1291,45143,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,49,311,15,0,1,1,Postgraduate,1,467
1292,74805,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,59,820,26,0,1,1,Undergraduate,1,543
1293,59060,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,25,274,14,0,1,1,Undergraduate,0,35
1294,27238,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,52,57,9,0,0,2,Postgraduate,1,595
1295,47009,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,49,448,17,0,1,1,Graduate,1,695
1296,46094,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,41,44,5,0,1,2,Undergraduate,0,61
1297,40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,102,8,0,1,2,Graduate,1,495
1298,37235,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,30,61,5,0,1,1,Graduate,0,338
1299,81843,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,54,1643,27,0,1,0,Postgraduate,1,593
1300,46692,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,56,397,15,0,1,1,Postgraduate,1,548
1301,77382,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,46,1121,26,1,1,1,Graduate,0,158
1302,37774,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,37,473,16,2,0,2,Graduate,2,1002
1303,18393,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,40,50,8,0,1,1,Undergraduate,0,252
1304,72828,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,52,1678,28,0,1,1,Postgraduate,1,660
1305,24711,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,32,58,7,0,1,0,Graduate,0,232
1306,45503,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,39,170,9,0,1,1,Postgraduate,1,437
1307,6560,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,32,373,2,0,0,0,Postgraduate,1,359
1308,71604,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,69,1196,17,2,1,0,Postgraduate,1,384
1309,27244,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,35,101,8,0,1,1,Graduate,0,156
1310,48752,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,45,316,17,1,1,2,Graduate,2,724
1311,71434,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,52,1400,21,2,1,1,Graduate,1,444
1312,90842,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,66,1424,27,0,0,0,Graduate,1,495
1313,88097,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,36,844,20,4,1,1,Postgraduate,2,840
1314,51948,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,39,311,13,0,1,1,Graduate,1,445
1315,71853,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,1149,17,0,1,0,Graduate,1,488
1316,35876,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,31,129,8,0,1,0,Postgraduate,0,230
1317,40049,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,62,32,5,0,0,1,Graduate,1,416
1318,39660,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,32,299,14,1,0,1,Graduate,2,850
1319,50127,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,52,320,13,1,1,1,Graduate,0,191
1320,43263,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,37,441,16,0,1,1,Postgraduate,2,745
1321,62845,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,65,1178,28,2,1,2,Postgraduate,2,1061
1322,18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,85,6,0,1,0,Graduate,1,658
1323,24367,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,32,24,4,0,0,1,Undergraduate,1,626
